Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q14_W3.4. I don't think anything meaningful will come out of it: COP28 is the 28th UN Climate Change Conference taking place in Dubai in November 2023. This summit will bring key parties together from around the world to work on accelerating action to address climate change. Thinking about the COP28 conference, to what extent do you agree or disagree with each of the following statements?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,8976,4015,4913,933,1712,1863,1359,1747,1362,2645,3222,3109,3004,5972,2822,2887,1590,1020,657,5709,3267,4583,4333,7653,268,480,491,50,5832,3039,1799,1444,8064,745,5632,3041,6650,2219,4644,1463,1895,1286,3177,5455,3218,5114,3545
,Total,8976,4315,4613,1174,1488,1427,1447,1399,2041,2662,2874,3440,3098,5878,2005,2962,1812,1367,830,4968,4008,5127,3774,7598,168,713,304,160,5726,3137,1774,1545,8083,710,5517,3117,6466,2379,4459,1404,1782,1273,3373,5280,3367,4995,3624
,Strongly agree,1438,920,511,188,233,199,226,236,356,421,426,591,522,915,357,453,293,197,138,810,628,770,655,1231,32,109,41,21,890,528,305,249,1274,128,872,534,969,459,694,328,220,146,612,802,591,675,728
,,0.16,0.21,0.11,0.16,0.16,0.14,0.16,0.17,0.17,0.16,0.15,0.17,0.17,0.16,0.18,0.15,0.16,0.14,0.17,0.16,0.16,0.15,0.17,0.16,0.19,0.15,0.14,0.13,0.16,0.17,0.17,0.16,0.16,0.18,0.16,0.17,0.15,0.19,0.16,0.23,0.12,0.11,0.18,0.15,0.18,0.14,0.2
,,,b,,,,,,c,ch,,,ch,,,bdg,,,,,,,,a,,d,,,,,,,,,,,,,a,cd,acde,,,acd,,a,,a
,Tend to agree,2846,1481,1349,321,422,441,456,452,755,742,897,1207,917,1929,639,945,586,431,245,1584,1262,1613,1216,2496,41,198,46,57,1854,966,495,541,2579,211,1736,1022,2008,802,1358,423,564,372,1123,1621,1146,1521,1234
,,0.32,0.34,0.29,0.27,0.28,0.31,0.32,0.32,0.37,0.28,0.31,0.35,0.3,0.33,0.32,0.32,0.32,0.32,0.29,0.32,0.31,0.31,0.32,0.33,0.24,0.28,0.15,0.36,0.32,0.31,0.28,0.35,0.32,0.3,0.31,0.33,0.31,0.34,0.3,0.3,0.32,0.29,0.33,0.31,0.34,0.3,0.34
