Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,JRF - Low Income Households - Wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q9a_12. DWP (Department of Work and Pensions) budgeting advance or budgeting loan: For each of the following types of debt, please tell us whether it was a new debt for your household in the last six months (since November 2022) or if you already had it before November 2022, and if it has changed in size?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Family equivalized income - main groups,,,Benefits & Pension,,,,Disability,,,Household formation,,,,,Children and adults in HH,,,,,,,,Tenure - main groups,,,,,Tenure - detailed,,,,,,,,Region,,,,,,,,,,,,Age,,,,,,,,Gender,,Ethnicity - main groups,,,,,Ethnicity - detailed,,,,,,,,,,,,,,,,,,Employment - main groups,,,,Employment - detailed,,,,,,,,,,,,Borrowing,,Currently in arrears,,,,,,,,,,,,,,,Gone without at least one essential,,Food insecurity,,,,Lonely,,Occupation/previous occupation,,,,,,,,Low savings,,,,Deductions,,Received a COL payment in last month,
,,Total,1st income quintile,2nd income quintile,3rd income quintile,UC recipients,UC recipients + WTC recipients,Benefits' recipients,Pension recipients,Disabled person in HH,No disabled person in HH,Mental health,Single adult household,2 adults only (no children) household,3+ adults only (no children) household,1 adult only with at least 1 child household,2 adults only with at least 1 child household,No children,Children,1 child,2 children,3 or more children,1 adult,2 or more adults,At least 1 adult and 1 child,Mortgage holder,Renter,Homeowner (with/out mortgage),Social renter,Private renter,Home ownership with a mortgage,Home ownership without a mortgage,Shared ownership (partly paying rent and partly paying mortgage),"Private renting from landlord, living alone or with family/partner","Private renting from landlord, in shared household with other adults not related",Social renting from Local Authority / Council,Social renting from Housing Association,Other type of tenure,Scotland,Wales,Northern Ireland,North East,North West,Yorkshire and the Humber,East Midlands,West Midlands,Eastern England,London,South East,South West,18-24,25-34,35-44,45-54,55-64,65+,Net: 18-64 (working age),Net: 65+,Female,Male,White,Mix,Asian,Black,Other,White English / Welsh / Scottish / Northern Irish / British,White Irish,Gypsy or Irish Traveller,Any other White background,Mixed White and Black Caribbean,Mixed White and Black African,Mixed White and Asian,Any other mixed/multiple ethnic background,Indian,Pakistani,Bangladeshi,Chinese,Any other Asian background,Black African,Black Caribbean,Black British or any other Black background,Arab,Any other ethnic group,Working,Not working (actively looking for a job),Retired (fully),Economically inactive (excluding retired),Working full time (Self-Employed or for employer),Working full time for employer,Self-employed full time,Working part time (SE or for employer),Working part time for employer,Self-employed part time,Agency work or temp contract,Zero hour contact,Not working,All adults in household working,No adult in household working,1 but not all adults in work,New/increased borrowing since Nov 2022,Have borrowing,Households in any arrears,Households in arrears with household bills,"Households in arrears with energy bills (water, electricity, gas)",Households in rent arrears,Households in council tax arrears,Household in rent and energy arrears,Household in rent and council tax arrears,Household in council tax and energy arrears,"Household in rent, council tax and energy arrears",Households in arrears with borrowing,Households in arrears or have loans to the state,"Housing arrears (rent, mortgage)",Utility arrears,Personal borrowing arrears,State debt arrears,Yes,No,Cut down on size of or skipped meals often or sometimes,Went hungry often or sometimes,Cut down on size of or skipped meals often,Went hungry often,Felt lonely sometimes,Felt lonely often,"High managerial, admin, prof","Intermediate managerial, admin, prof","Supervisor, admin, prof",Skilled manual,Semi-skilled or unskilled manual,House-wife/husband,Unemployed,Student,,Below £100,Between £101 and £500,£500+,Has benefit deductions,Does not have benefit deductions,Yes,No
,Significance Level: 95%,,a,b,c,a,b,c,d,a,b,c,a,b,c,d,e,a,b,c,d,e,f,g,h,a,b,c,d,e,a,b,c,d,e,f,g,*h,a,b,c,d,e,f,g,h,i,j,k,l,a,b,c,d,e,f,g,h,a,b,a,b,c,d,*e,a,b,*c,d,e,*f,g,*h,i,j,*k,*l,*m,n,o,*p,*q,*r,a,b,c,d,a,b,c,d,e,f,*g,*h,i,j,k,l,a,b,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,a,b,a,b,c,d,a,b,a,b,c,d,e,f,g,*h,a,b,c,d,a,b,a,b
,Unweighted Total,2279,804,617,858,806,1002,2279,617,1504,752,938,442,450,167,284,734,1059,1220,541,459,220,726,1553,1220,511,1232,1034,720,512,467,523,44,425,87,420,300,13,202,126,71,137,258,208,167,224,156,296,260,174,234,444,550,399,333,319,1960,319,1381,893,1813,126,158,153,24,1708,40,6,59,35,22,41,28,57,55,21,9,16,89,47,17,17,7,1335,156,487,358,850,739,112,418,360,59,5,16,243,1021,779,348,1345,1693,1225,1050,684,243,417,773,553,820,889,860,1486,336,828,886,534,1758,521,1381,1068,550,418,1053,579,112,357,513,402,409,114,350,22,356,508,564,790,676,1538,1113,230
,Total,2220,704,581,935,755,936,2220,656,1463,737,906,471,469,158,262,672,1098,1122,510,418,194,732,1487,1122,493,1211,997,779,432,449,504,45,358,74,448,331,12,195,118,51,117,270,191,197,203,171,262,269,175,238,401,474,396,330,381,1839,381,1275,940,1801,115,140,136,21,1706,33,6,56,32,18,38,26,52,46,19,9,15,80,40,17,16,6,1257,144,519,350,795,694,102,396,342,55,4,15,229,958,808,332,1265,1611,1147,981,643,229,391,725,519,772,836,798,1402,316,771,825,497,1674,546,1311,1005,517,391,1010,556,103,351,508,391,401,107,338,21,338,483,531,809,625,1533,1060,215
,This is a new debt in the last six months (since November 2022),199,94,51,55,86,113,199,40,150,47,96,30,24,17,38,72,70,129,52,47,30,68,131,129,41,121,77,80,41,35,35,7,29,11,55,25,2,16,12,5,11,17,18,13,25,12,46,19,7,36,51,52,47,12,1,198,1,110,89,135,20,21,21,1,126,3,0,6,6,2,6,5,9,8,4,0,1,14,3,4,1,0,122,17,12,52,90,78,12,26,19,7,1,2,32,99,68,21,199,199,174,169,117,48,62,131,90,131,141,133,189,59,141,138,83,196,3,175,164,89,92,84,77,24,22,29,37,22,16,46,3,41,55,65,35,148,46,115,26
